วันที่,จำนวนคนตาย,จำนวนคนบาดเจ็บ,,,,,,,,,,,,,,,,,
2019-12-08,19,1997,,,,,,,,,,,,,,,,,
2019-12-09,59,2918,,,,,,,,,,,,,,,,,
2019-12-10,26,1837,,,,,,,,,,,,,,,,,
2019-12-11,74,2798,,,,,,,,,,,,,,,,,
2019-12-12,46,2351,,,,,,,,,,,,,,,,,
2019-12-13,55,4021,,,,,,,,,,,,,,,,,
2019-12-14,24,3421,,,,,,,,,,,,,,,,,
2019-12-15,40,3153,,,,,,,,,,,,,,,,,
2019-12-16,57,3742,,,,,,,,,,,,,,,,,
2019-12-17,65,3300,,,,,,,,,,,,,,,,,
2019-12-18,58,3227,,,,,,,,,,,,,,,,,
2019-12-19,53,3319,,,,,,,,,,,,,,,,,
2019-12-20,38,3302,,,,,,,,,,,,,,,,,
2019-12-21,28,2910,,,,,,,,,,,,,,,,,
2019-12-22,22,3070,,,,,,,,,,,,,,,,,
2019-12-23,50,3740,,,,,,,,,,,,,,,,,
2019-12-24,59,3295,,,,,,,,,,,,,,,,,
2019-12-25,57,3285,,,,,,,,,,,,,,,,,
2019-12-26,50,3483,,,,,,,,,,,,,,,,,
2019-12-27,43,3777,,,,,,,,,,,,,,,,,
2019-12-28,66,3836,,,,,,,,,,,,,,,,,
2019-12-29,47,3797,,,,,,,,,,,,,,,,,
2019-12-30,48,3589,,,,,,,,,,,,,,,,,
2019-12-31,42,3559,,,,,,,,,,,,,,,,,
2020-01-01,55,4178,,,,,,,,,,,,,,,,,
2020-01-02,45,3161,,,,,,,,,,,,,,,,,
2020-01-03,57,3158,,,,,,,,,,,,,,,,,
2020-01-04,19,2400,,,,,,,,,,,,,,,,,
2020-01-05,16,2467,,,,,,,,,,,,,,,,,
2020-01-06,69,3193,,,,,,,,,,,,,,,,,
2020-01-07,45,3021,,,,,,,,,,,,,,,,,
2020-01-08,43,3003,,,,,,,,,,,,,,,,,
2020-01-09,45,2836,,,,,,,,,,,,,,,,,
2020-01-10,50,3074,,,,,,,,,,,,,,,,,
2020-01-11,21,2663,,,,,,,,,,,,,,,,,
2020-01-12,24,2621,,,,,,,,,,,,,,,,,
2020-01-13,56,3744,,,,,,,,,,,,,,,,,
2020-01-14,53,2978,,,,,,,,,,,,,,,,,
2020-01-15,52,2844,,,,,,,,,,,,,,,,,
2020-01-16,42,2960,,,,,,,,,,,,,,,,,
2020-01-17,33,3128,,,,,,,,,,,,,,,,,
2020-01-18,20,2669,,,,,,,,,,,,,,,,,
2020-01-19,22,2767,,,,,,,,,,,,,,,,,
2020-01-20,73,3532,,,,,,,,,,,,,,,,,
2020-01-21,49,3138,,,,,,,,,,,,,,,,,
2020-01-22,63,3009,,,,,,,,,,,,,,,,,
2020-01-23,42,3026,,,,,,,,,,,,,,,,,
2020-01-24,52,3094,,,,,,,,,,,,,,,,,
2020-01-25,30,2658,,,,,,,,,,,,,,,,,
2020-01-26,23,2854,,,,,,,,,,,,,,,,,
2020-01-27,77,3701,,,,,,,,,,,,,,,,,
2020-01-28,66,3184,,,,,,,,,,,,,,,,,
2020-01-29,51,3096,,,,,,,,,,,,,,,,,
2020-01-30,42,2953,,,,,,,,,,,,,,,,,
2020-01-31,50,3203,,,,,,,,,,,,,,,,,
2020-02-01,22,2925,,,,,,,,,,,,,,,,,
2020-02-02,25,2947,,,,,,,,,,,,,,,,,
2020-02-03,67,3715,,,,,,,,,,,,,,,,,
2020-02-04,61,3205,,,,,,,,,,,,,,,,,
2020-02-05,42,3000,,,,,,,,,,,,,,,,,
2020-02-06,47,3145,,,,,,,,,,,,,,,,,
2020-02-07,45,3395,,,,,,,,,,,,,,,,,
2020-02-08,32,2866,,,,,,,,,,,,,,,,,
2020-02-09,15,2752,,,,,,,,,,,,,,,,,
2020-02-10,20,2836,,,,,,,,,,,,,,,,,
2020-02-11,71,3529,,,,,,,,,,,,,,,,,
2020-02-12,40,3030,,,,,,,,,,,,,,,,,
2020-02-13,55,3194,,,,,,,,,,,,,,,,,
2020-02-14,41,3153,,,,,,,,,,,,,,,,,
2020-02-15,17,3045,,,,,,,,,,,,,,,,,
2020-02-16,37,3098,,,,,,,,,,,,,,,,,
2020-02-17,73,3634,,,,,,,,,,,,,,,,,
2020-02-18,66,3370,,,,,,,,,,,,,,,,,
2020-02-19,49,3200,,,,,,,,,,,,,,,,,
2020-02-20,50,3002,,,,,,,,,,,,,,,,,
2020-02-21,58,3220,,,,,,,,,,,,,,,,,
2020-02-22,21,2842,,,,,,,,,,,,,,,,,
2020-02-23,19,2853,,,,,,,,,,,,,,,,,
2020-02-24,64,3763,,,,,,,,,,,,,,,,,
2020-02-25,53,3172,,,,,,,,,,,,,,,,,
2020-02-26,46,3053,,,,,,,,,,,,,,,,,
2020-02-27,40,2905,,,,,,,,,,,,,,,,,
2020-02-28,56,3194,,,,,,,,,,,,,,,,,
2020-02-29,32,2912,,,,,,,,,,,,,,,,,
2020-03-01,25,3039,,,,,,,,,,,,,,,,,
2020-03-02,61,3963,,,,,,,,,,,,,,,,,
2020-03-03,70,3382,,,,,,,,,,,,,,,,,
2020-03-04,70,3409,,,,,,,,,,,,,,,,,
2020-03-05,55,3396,,,,,,,,,,,,,,,,,
2020-03-06,43,3528,,,,,,,,,,,,,,,,,
2020-03-07,20,2837,,,,,,,,,,,,,,,,,
2020-03-08,26,2855,,,,,,,,,,,,,,,,,
2020-03-09,90,3555,,,,,,,,,,,,,,,,,
2020-03-10,57,2968,,,,,,,,,,,,,,,,,
2020-03-11,52,3216,,,,,,,,,,,,,,,,,
2020-03-12,64,3112,,,,,,,,,,,,,,,,,
2020-03-13,43,3184,,,,,,,,,,,,,,,,,
2020-03-14,24,2635,,,,,,,,,,,,,,,,,
2020-03-15,19,3031,,,,,,,,,,,,,,,,,
2020-03-16,52,3450,,,,,,,,,,,,,,,,,
2020-03-17,49,2791,,,,,,,,,,,,,,,,,
2020-03-18,55,2864,,,,,,,,,,,,,,,,,
2020-03-19,36,2762,,,,,,,,,,,,,,,,,
2020-03-20,56,2613,,,,,,,,,,,,,,,,,
2020-03-21,22,2418,,,,,,,,,,,,,,,,,
2020-03-22,25,2214,,,,,,,,,,,,,,,,,
2020-03-23,47,2787,,,,,,,,,,,,,,,,,
2020-03-24,53,2415,,,,,,,,,,,,,,,,,
2020-03-25,30,2266,,,,,,,,,,,,,,,,,
2020-03-26,44,2143,,,,,,,,,,,,,,,,,
2020-03-27,28,2051,,,,,,,,,,,,,,,,,
2020-03-28,18,1708,,,,,,,,,,,,,,,,,
2020-03-29,10,1558,,,,,,,,,,,,,,,,,
2020-03-30,53,2351,,,,,,,,,,,,,,,,,
2020-03-31,43,1823,,,,,,,,,,,,,,,,,
2020-04-01,45,2097,,,,,,,,,,,,,,,,,
2020-04-02,42,2011,,,,,,,,,,,,,,,,,
2020-04-03,34,1980,,,,,,,,,,,,,,,,,
2020-04-04,21,1546,,,,,,,,,,,,,,,,,
2020-04-05,13,1500,,,,,,,,,,,,,,,,,
2020-04-06,11,1530,,,,,,,,,,,,,,,,,
2020-04-07,38,2036,,,,,,,,,,,,,,,,,
2020-04-08,43,1923,,,,,,,,,,,,,,,,,
2020-04-09,20,1910,,,,,,,,,,,,,,,,,
2020-04-10,17,1837,,,,,,,,,,,,,,,,,
2020-04-11,17,1456,,,,,,,,,,,,,,,,,
2020-04-12,21,1422,,,,,,,,,,,,,,,,,
2020-04-13,22,2224,,,,,,,,,,,,,,,,,
2020-04-14,15,1764,,,,,,,,,,,,,,,,,
2020-04-15,19,1704,,,,,,,,,,,,,,,,,
2020-04-16,15,1749,,,,,,,,,,,,,,,,,
2020-04-17,31,1680,,,,,,,,,,,,,,,,,
2020-04-18,13,1297,,,,,,,,,,,,,,,,,
2020-04-19,8,1294,,,,,,,,,,,,,,,,,
2020-04-20,36,1968,,,,,,,,,,,,,,,,,
2020-04-21,29,1847,,,,,,,,,,,,,,,,,
2020-04-22,18,1727,,,,,,,,,,,,,,,,,
2020-04-23,22,1774,,,,,,,,,,,,,,,,,
2020-04-24,30,1808,,,,,,,,,,,,,,,,,
2020-04-25,6,1603,,,,,,,,,,,,,,,,,
2020-04-26,15,1440,,,,,,,,,,,,,,,,,
2020-04-27,37,2076,,,,,,,,,,,,,,,,,
2020-04-28,33,1741,,,,,,,,,,,,,,,,,
2020-04-29,30,1662,,,,,,,,,,,,,,,,,
2020-04-30,36,1858,,,,,,,,,,,,,,,,,
2020-05-01,15,1881,,,,,,,,,,,,,,,,,
2020-05-02,18,1595,,,,,,,,,,,,,,,,,
2020-05-03,23,1736,,,,,,,,,,,,,,,,,
2020-05-04,16,2019,,,,,,,,,,,,,,,,,
2020-05-05,63,2634,,,,,,,,,,,,,,,,,
2020-05-06,29,1954,,,,,,,,,,,,,,,,,
2020-05-07,36,2497,,,,,,,,,,,,,,,,,
2020-05-08,43,2241,,,,,,,,,,,,,,,,,
2020-05-09,25,1922,,,,,,,,,,,,,,,,,
2020-05-10,21,1933,,,,,,,,,,,,,,,,,
2020-05-11,32,2006,,,,,,,,,,,,,,,,,
2020-05-12,47,2407,,,,,,,,,,,,,,,,,
2020-05-13,45,2318,,,,,,,,,,,,,,,,,
2020-05-14,44,2209,,,,,,,,,,,,,,,,,
2020-05-15,42,2289,,,,,,,,,,,,,,,,,
2020-05-16,20,1901,,,,,,,,,,,,,,,,,
2020-05-17,15,1931,,,,,,,,,,,,,,,,,
2020-05-18,51,2929,,,,,,,,,,,,,,,,,
2020-05-19,32,2287,,,,,,,,,,,,,,,,,
2020-05-20,37,2369,,,,,,,,,,,,,,,,,
2020-05-21,26,2371,,,,,,,,,,,,,,,,,
2020-05-22,40,2322,,,,,,,,,,,,,,,,,
2020-05-23,19,1718,,,,,,,,,,,,,,,,,
2020-05-24,18,1855,,,,,,,,,,,,,,,,,
2020-05-25,48,2708,,,,,,,,,,,,,,,,,
2020-05-26,32,2304,,,,,,,,,,,,,,,,,
2020-05-27,40,2320,,,,,,,,,,,,,,,,,
2020-05-28,42,2291,,,,,,,,,,,,,,,,,
2020-05-29,35,2414,,,,,,,,,,,,,,,,,
2020-05-30,23,1995,,,,,,,,,,,,,,,,,
2020-05-31,27,2175,,,,,,,,,,,,,,,,,
2020-06-01,62,2847,,,,,,,,,,,,,,,,,
2020-06-02,36,2564,,,,,,,,,,,,,,,,,
2020-06-03,14,1962,,,,,,,,,,,,,,,,,
2020-06-04,58,2610,,,,,,,,,,,,,,,,,
2020-06-05,36,2350,,,,,,,,,,,,,,,,,
2020-06-06,16,1998,,,,,,,,,,,,,,,,,
2020-06-07,18,1998,,,,,,,,,,,,,,,,,
2020-06-08,69,2854,,,,,,,,,,,,,,,,,
2020-06-09,30,2591,,,,,,,,,,,,,,,,,
2020-06-10,41,2276,,,,,,,,,,,,,,,,,
2020-06-11,43,2442,,,,,,,,,,,,,,,,,
2020-06-12,46,2536,,,,,,,,,,,,,,,,,
2020-06-13,19,1955,,,,,,,,,,,,,,,,,
2020-06-14,12,2014,,,,,,,,,,,,,,,,,
2020-06-15,69,2943,,,,,,,,,,,,,,,,,
2020-06-16,47,2448,,,,,,,,,,,,,,,,,
2020-06-17,41,2382,,,,,,,,,,,,,,,,,
2020-06-18,47,2384,,,,,,,,,,,,,,,,,
2020-06-19,31,2453,,,,,,,,,,,,,,,,,
2020-06-20,12,1743,,,,,,,,,,,,,,,,,
2020-06-21,29,2322,,,,,,,,,,,,,,,,,
2020-06-22,46,3113,,,,,,,,,,,,,,,,,
2020-06-23,40,2557,,,,,,,,,,,,,,,,,
2020-06-24,57,2752,,,,,,,,,,,,,,,,,
2020-06-25,43,2452,,,,,,,,,,,,,,,,,
2020-06-26,41,2594,,,,,,,,,,,,,,,,,
2020-06-27,20,2241,,,,,,,,,,,,,,,,,
2020-06-28,20,2185,,,,,,,,,,,,,,,,,
2020-06-29,63,2985,,,,,,,,,,,,,,,,,
2020-06-30,51,2638,,,,,,,,,,,,,,,,,
2020-07-01,39,2681,,,,,,,,,,,,,,,,,
2020-07-02,55,2750,,,,,,,,,,,,,,,,,
2020-07-03,45,2943,,,,,,,,,,,,,,,,,
2020-07-04,16,2241,,,,,,,,,,,,,,,,,
2020-07-05,33,2399,,,,,,,,,,,,,,,,,
2020-07-06,25,2303,,,,,,,,,,,,,,,,,
2020-07-07,56,2475,,,,,,,,,,,,,,,,,
2020-07-08,54,3024,,,,,,,,,,,,,,,,,
2020-07-09,38,2696,,,,,,,,,,,,,,,,,
2020-07-10,40,2678,,,,,,,,,,,,,,,,,
2020-07-11,24,2214,,,,,,,,,,,,,,,,,
2020-07-12,19,2392,,,,,,,,,,,,,,,,,
2020-07-13,48,3034,,,,,,,,,,,,,,,,,
2020-07-14,30,2424,,,,,,,,,,,,,,,,,
2020-07-15,38,2115,,,,,,,,,,,,,,,,,
2020-07-16,30,1989,,,,,,,,,,,,,,,,,
2020-07-17,58,2204,,,,,,,,,,,,,,,,,
2020-07-18,18,1730,,,,,,,,,,,,,,,,,
2020-07-19,17,1735,,,,,,,,,,,,,,,,,
2020-07-20,58,2800,,,,,,,,,,,,,,,,,
2020-07-21,48,2228,,,,,,,,,,,,,,,,,
2020-07-22,49,2307,,,,,,,,,,,,,,,,,
2020-07-23,48,2391,,,,,,,,,,,,,,,,,
2020-07-24,29,2372,,,,,,,,,,,,,,,,,
2020-07-25,19,1713,,,,,,,,,,,,,,,,,
2020-07-26,41,1919,,,,,,,,,,,,,,,,,
2020-07-27,29,1915,,,,,,,,,,,,,,,,,
2020-07-28,34,1726,,,,,,,,,,,,,,,,,
2020-07-29,76,2565,,,,,,,,,,,,,,,,,
2020-07-30,65,2314,,,,,,,,,,,,,,,,,
2020-07-31,54,2358,,,,,,,,,,,,,,,,,
2020-08-01,15,1772,,,,,,,,,,,,,,,,,
2020-08-02,23,1797,,,,,,,,,,,,,,,,,
2020-08-03,72,4056,,,,,,,,,,,,,,,,,
2020-08-04,48,2850,,,,,,,,,,,,,,,,,
2020-08-05,41,2740,,,,,,,,,,,,,,,,,
2020-08-06,43,2708,,,,,,,,,,,,,,,,,
2020-08-07,47,2786,,,,,,,,,,,,,,,,,
2020-08-08,25,2611,,,,,,,,,,,,,,,,,
2020-08-09,54,3028,,,,,,,,,,,,,,,,,
2020-08-10,68,3362,,,,,,,,,,,,,,,,,
2020-08-11,76,2876,,,,,,,,,,,,,,,,,
2020-08-12,17,2390,,,,,,,,,,,,,,,,,
2020-08-13,46,3052,,,,,,,,,,,,,,,,,
2020-08-14,41,2735,,,,,,,,,,,,,,,,,
2020-08-15,23,2181,,,,,,,,,,,,,,,,,
2020-08-16,28,2305,,,,,,,,,,,,,,,,,
2020-08-17,43,3149,,,,,,,,,,,,,,,,,
2020-08-18,36,2709,,,,,,,,,,,,,,,,,
2020-08-19,38,2762,,,,,,,,,,,,,,,,,
2020-08-20,26,2806,,,,,,,,,,,,,,,,,
2020-08-21,27,2839,,,,,,,,,,,,,,,,,
2020-08-22,17,2473,,,,,,,,,,,,,,,,,
2020-08-23,17,2402,,,,,,,,,,,,,,,,,
2020-08-24,65,3281,,,,,,,,,,,,,,,,,
2020-08-25,44,2824,,,,,,,,,,,,,,,,,
2020-08-26,47,2959,,,,,,,,,,,,,,,,,
2020-08-27,38,2947,,,,,,,,,,,,,,,,,
2020-08-28,36,2938,,,,,,,,,,,,,,,,,
2020-08-29,24,2808,,,,,,,,,,,,,,,,,
2020-08-30,28,2769,,,,,,,,,,,,,,,,,
2020-08-31,68,3713,,,,,,,,,,,,,,,,,
2020-09-01,45,3135,,,,,,,,,,,,,,,,,
2020-09-02,48,3218,,,,,,,,,,,,,,,,,
2020-09-03,50,3322,,,,,,,,,,,,,,,,,
2020-09-04,27,2718,,,,,,,,,,,,,,,,,
2020-09-05,31,2568,,,,,,,,,,,,,,,,,
2020-09-06,27,2608,,,,,,,,,,,,,,,,,
2020-09-07,24,2692,,,,,,,,,,,,,,,,,
2020-09-08,88,3141,,,,,,,,,,,,,,,,,
2020-09-09,40,2888,,,,,,,,,,,,,,,,,
2020-09-10,44,2870,,,,,,,,,,,,,,,,,
2020-09-11,47,2925,,,,,,,,,,,,,,,,,
2020-09-12,18,2631,,,,,,,,,,,,,,,,,
2020-09-13,17,2522,,,,,,,,,,,,,,,,,
2020-09-14,42,3314,,,,,,,,,,,,,,,,,
2020-09-15,50,2846,,,,,,,,,,,,,,,,,
2020-09-16,65,2901,,,,,,,,,,,,,,,,,
2020-09-17,51,2996,,,,,,,,,,,,,,,,,
2020-09-18,34,2782,,,,,,,,,,,,,,,,,
2020-09-19,17,2664,,,,,,,,,,,,,,,,,
2020-09-20,18,2383,,,,,,,,,,,,,,,,,
2020-09-21,70,3145,,,,,,,,,,,,,,,,,
2020-09-22,47,2951,,,,,,,,,,,,,,,,,
2020-09-23,35,2626,,,,,,,,,,,,,,,,,
2020-09-24,44,2867,,,,,,,,,,,,,,,,,
2020-09-25,35,3075,,,,,,,,,,,,,,,,,
2020-09-26,29,2704,,,,,,,,,,,,,,,,,
2020-09-27,27,2636,,,,,,,,,,,,,,,,,
2020-09-28,56,3347,,,,,,,,,,,,,,,,,
2020-09-29,45,2958,,,,,,,,,,,,,,,,,
2020-09-30,39,3031,,,,,,,,,,,,,,,,,
2020-10-01,42,3312,,,,,,,,,,,,,,,,,
2020-10-02,57,3430,,,,,,,,,,,,,,,,,
2020-10-03,30,2696,,,,,,,,,,,,,,,,,
2020-10-04,21,2905,,,,,,,,,,,,,,,,,
2020-10-05,69,3576,,,,,,,,,,,,,,,,,
2020-10-06,57,3185,,,,,,,,,,,,,,,,,
2020-10-07,56,2915,,,,,,,,,,,,,,,,,
2020-10-08,47,2868,,,,,,,,,,,,,,,,,
2020-10-09,31,2862,,,,,,,,,,,,,,,,,
2020-10-10,22,2686,,,,,,,,,,,,,,,,,
2020-10-11,45,2308,,,,,,,,,,,,,,,,,
2020-10-12,65,3868,,,,,,,,,,,,,,,,,
2020-10-13,31,2273,,,,,,,,,,,,,,,,,
2020-10-14,74,3083,,,,,,,,,,,,,,,,,
2020-10-15,43,2947,,,,,,,,,,,,,,,,,
2020-10-16,40,2914,,,,,,,,,,,,,,,,,
2020-10-17,17,2575,,,,,,,,,,,,,,,,,
2020-10-18,17,2906,,,,,,,,,,,,,,,,,
2020-10-19,48,3208,,,,,,,,,,,,,,,,,
2020-10-20,50,2817,,,,,,,,,,,,,,,,,
2020-10-21,44,2752,,,,,,,,,,,,,,,,,
2020-10-22,52,3064,,,,,,,,,,,,,,,,,
2020-10-23,16,2670,,,,,,,,,,,,,,,,,
2020-10-24,29,2832,,,,,,,,,,,,,,,,,
2020-10-25,27,3102,,,,,,,,,,,,,,,,,
2020-10-26,69,3672,,,,,,,,,,,,,,,,,
2020-10-27,51,3015,,,,,,,,,,,,,,,,,
2020-10-28,55,3024,,,,,,,,,,,,,,,,,
2020-10-29,42,3151,,,,,,,,,,,,,,,,,
2020-10-30,40,2844,,,,,,,,,,,,,,,,,
2020-10-31,29,2711,,,,,,,,,,,,,,,,,
2020-11-01,27,3077,,,,,,,,,,,,,,,,,
2020-11-02,72,3933,,,,,,,,,,,,,,,,,
2020-11-03,56,3175,,,,,,,,,,,,,,,,,
2020-11-04,48,3123,,,,,,,,,,,,,,,,,
2020-11-05,52,2983,,,,,,,,,,,,,,,,,
2020-11-06,40,3232,,,,,,,,,,,,,,,,,
2020-11-07,23,2912,,,,,,,,,,,,,,,,,
2020-11-08,33,2907,,,,,,,,,,,,,,,,,
2020-11-09,78,3733,,,,,,,,,,,,,,,,,
2020-11-10,55,2882,,,,,,,,,,,,,,,,,
2020-11-11,46,2765,,,,,,,,,,,,,,,,,
2020-11-12,40,2719,,,,,,,,,,,,,,,,,
2020-11-13,46,2796,,,,,,,,,,,,,,,,,
2020-11-14,29,2972,,,,,,,,,,,,,,,,,
2020-11-15,26,3029,,,,,,,,,,,,,,,,,
2020-11-16,60,3647,,,,,,,,,,,,,,,,,
2020-11-17,53,3271,,,,,,,,,,,,,,,,,
2020-11-18,45,3187,,,,,,,,,,,,,,,,,
2020-11-19,53,2861,,,,,,,,,,,,,,,,,
2020-11-20,48,2928,,,,,,,,,,,,,,,,,
2020-11-21,42,2877,,,,,,,,,,,,,,,,,
2020-11-22,32,2909,,,,,,,,,,,,,,,,,
2020-11-23,79,3632,,,,,,,,,,,,,,,,,
2020-11-24,73,3329,,,,,,,,,,,,,,,,,
2020-11-25,43,3011,,,,,,,,,,,,,,,,,
2020-11-26,55,3094,,,,,,,,,,,,,,,,,
2020-11-27,45,3177,,,,,,,,,,,,,,,,,
2020-11-28,41,2756,,,,,,,,,,,,,,,,,
2020-11-29,30,2980,,,,,,,,,,,,,,,,,
2020-11-30,67,3576,,,,,,,,,,,,,,,,,
2020-12-01,68,3378,,,,,,,,,,,,,,,,,
2020-12-02,50,3165,,,,,,,,,,,,,,,,,
2020-12-03,52,3302,,,,,,,,,,,,,,,,,
2020-12-04,45,2856,,,,,,,,,,,,,,,,,
2020-12-05,34,3002,,,,,,,,,,,,,,,,,
2020-12-06,27,2876,,,,,,,,,,,,,,,,,
2020-12-07,28,3686,,,,,,,,,,,,,,,,,
2020-12-08,75,3578,,,,,,,,,,,,,,,,,
2020-12-09,51,3224,,,,,,,,,,,,,,,,,
2020-12-10,31,2943,,,,,,,,,,,,,,,,,
2020-12-11,52,2904,,,,,,,,,,,,,,,,,
2020-12-12,51,2864,,,,,,,,,,,,,,,,,
2020-12-13,52,3066,,,,,,,,,,,,,,,,,
2020-12-14,94,3695,,,,,,,,,,,,,,,,,
2020-12-15,59,3101,,,,,,,,,,,,,,,,,
2020-12-16,49,3106,,,,,,,,,,,,,,,,,
2020-12-17,61,3358,,,,,,,,,,,,,,,,,
2020-12-18,41,3347,,,,,,,,,,,,,,,,,
2020-12-19,29,3168,,,,,,,,,,,,,,,,,
2020-12-20,28,2911,,,,,,,,,,,,,,,,,
2020-12-21,71,3634,,,,,,,,,,,,,,,,,
2020-12-22,47,3155,,,,,,,,,,,,,,,,,
2020-12-23,49,3066,,,,,,,,,,,,,,,,,
2020-12-24,58,2994,,,,,,,,,,,,,,,,,
2020-12-25,51,3332,,,,,,,,,,,,,,,,,
2020-12-26,34,3133,,,,,,,,,,,,,,,,,
2020-12-27,43,2979,,,,,,,,,,,,,,,,,
2020-12-28,68,2846,,,,,,,,,,,,,,,,,
2020-12-29,43,4491,,,,,,,,,,,,,,,,,
2020-12-30,74,3955,,,,,,,,,,,,,,,,,
2020-12-31,67,3834,,,,,,,,,,,,,,,,,
2021-01-01,80,4506,,,,,,,,,,,,,,,,,
2021-01-02,44,2818,,,,,,,,,,,,,,,,,
2021-01-03,40,2613,,,,,,,,,,,,,,,,,
2021-01-04,22,3050,,,,,,,,,,,,,,,,,
2021-01-05,35,2406,,,,,,,,,,,,,,,,,
2021-01-06,33,2329,,,,,,,,,,,,,,,,,
2021-01-07,46,2484,,,,,,,,,,,,,,,,,
2021-01-08,46,2573,,,,,,,,,,,,,,,,,
2021-01-09,26,2237,,,,,,,,,,,,,,,,,
2021-01-10,20,2265,,,,,,,,,,,,,,,,,
2021-01-11,46,3053,,,,,,,,,,,,,,,,,
2021-01-12,40,2637,,,,,,,,,,,,,,,,,
2021-01-13,43,2421,,,,,,,,,,,,,,,,,
2021-01-14,33,2621,,,,,,,,,,,,,,,,,
2021-01-15,34,2678,,,,,,,,,,,,,,,,,
2021-01-16,31,2446,,,,,,,,,,,,,,,,,
2021-01-17,30,2397,,,,,,,,,,,,,,,,,
2021-01-18,47,3235,,,,,,,,,,,,,,,,,
2021-01-19,46,2868,,,,,,,,,,,,,,,,,
2021-01-20,48,2571,,,,,,,,,,,,,,,,,
2021-01-21,37,2845,,,,,,,,,,,,,,,,,
2021-01-22,43,2856,,,,,,,,,,,,,,,,,
2021-01-23,29,2490,,,,,,,,,,,,,,,,,
2021-01-24,25,2571,,,,,,,,,,,,,,,,,
2021-01-25,57,3307,,,,,,,,,,,,,,,,,
2021-01-26,57,2729,,,,,,,,,,,,,,,,,
2021-01-27,55,2695,,,,,,,,,,,,,,,,,
2021-01-28,41,2700,,,,,,,,,,,,,,,,,
2021-01-29,46,2887,,,,,,,,,,,,,,,,,
2021-01-30,28,2847,,,,,,,,,,,,,,,,,
2021-01-31,37,2711,,,,,,,,,,,,,,,,,
2021-02-01,62,3525,,,,,,,,,,,,,,,,,
2021-02-02,59,3080,,,,,,,,,,,,,,,,,
2021-02-03,46,3046,,,,,,,,,,,,,,,,,
2021-02-04,42,3089,,,,,,,,,,,,,,,,,
2021-02-05,49,3215,,,,,,,,,,,,,,,,,
2021-02-06,30,2950,,,,,,,,,,,,,,,,,
2021-02-07,30,2778,,,,,,,,,,,,,,,,,
2021-02-08,65,3583,,,,,,,,,,,,,,,,,
2021-02-09,58,3331,,,,,,,,,,,,,,,,,
2021-02-10,34,3104,,,,,,,,,,,,,,,,,
2021-02-11,42,3195,,,,,,,,,,,,,,,,,
2021-02-12,28,2767,,,,,,,,,,,,,,,,,
2021-02-13,29,2686,,,,,,,,,,,,,,,,,
2021-02-14,34,2681,,,,,,,,,,,,,,,,,
2021-02-15,69,3684,,,,,,,,,,,,,,,,,
2021-02-16,44,2932,,,,,,,,,,,,,,,,,
2021-02-17,56,3060,,,,,,,,,,,,,,,,,
2021-02-18,45,3017,,,,,,,,,,,,,,,,,
2021-02-19,54,3135,,,,,,,,,,,,,,,,,
2021-02-20,36,3032,,,,,,,,,,,,,,,,,
2021-02-21,24,2953,,,,,,,,,,,,,,,,,
2021-02-22,77,3590,,,,,,,,,,,,,,,,,
2021-02-23,53,3011,,,,,,,,,,,,,,,,,
2021-02-24,42,2857,,,,,,,,,,,,,,,,,
2021-02-25,43,3196,,,,,,,,,,,,,,,,,
2021-02-26,54,3009,,,,,,,,,,,,,,,,,
2021-02-27,20,2748,,,,,,,,,,,,,,,,,
2021-02-28,23,2874,,,,,,,,,,,,,,,,,
2021-03-01,70,3755,,,,,,,,,,,,,,,,,
2021-03-02,72,3229,,,,,,,,,,,,,,,,,
2021-03-03,65,3144,,,,,,,,,,,,,,,,,
2021-03-04,48,3184,,,,,,,,,,,,,,,,,
2021-03-05,57,3432,,,,,,,,,,,,,,,,,
2021-03-06,28,2977,,,,,,,,,,,,,,,,,
2021-03-07,33,3074,,,,,,,,,,,,,,,,,
2021-03-08,90,3583,,,,,,,,,,,,,,,,,
2021-03-09,74,3123,,,,,,,,,,,,,,,,,
2021-03-10,47,3027,,,,,,,,,,,,,,,,,
2021-03-11,47,3125,,,,,,,,,,,,,,,,,
2021-03-12,58,3144,,,,,,,,,,,,,,,,,
2021-03-13,26,2770,,,,,,,,,,,,,,,,,
2021-03-14,25,2910,,,,,,,,,,,,,,,,,
2021-03-15,63,3598,,,,,,,,,,,,,,,,,
2021-03-16,59,3042,,,,,,,,,,,,,,,,,
2021-03-17,49,2942,,,,,,,,,,,,,,,,,
2021-03-18,50,3196,,,,,,,,,,,,,,,,,
2021-03-19,45,3175,,,,,,,,,,,,,,,,,
2021-03-20,20,2181,,,,,,,,,,,,,,,,,
2021-03-21,19,2076,,,,,,,,,,,,,,,,,
2021-03-22,57,3173,,,,,,,,,,,,,,,,,
2021-03-23,44,2902,,,,,,,,,,,,,,,,,
2021-03-24,44,2921,,,,,,,,,,,,,,,,,
2021-03-25,45,2981,,,,,,,,,,,,,,,,,
2021-03-26,48,3180,,,,,,,,,,,,,,,,,
2021-03-27,25,2775,,,,,,,,,,,,,,,,,
2021-03-28,52,2812,,,,,,,,,,,,,,,,,
2021-03-29,71,3833,,,,,,,,,,,,,,,,,
2021-03-30,44,3014,,,,,,,,,,,,,,,,,
2021-03-31,38,3207,,,,,,,,,,,,,,,,,
2021-04-01,29,3243,,,,,,,,,,,,,,,,,
