วันที่,จำนวนคนตาย,จำนวนคนบาดเจ็บ,,,,,,,,,,,,,,,,,
2018-08-14,58,2991,,,,,,,,,,,,,,,,,
2018-08-15,39,2582,,,,,,,,,,,,,,,,,
2018-08-16,29,2653,,,,,,,,,,,,,,,,,
2018-08-17,27,2889,,,,,,,,,,,,,,,,,
2018-08-18,28,2289,,,,,,,,,,,,,,,,,
2018-08-19,15,2408,,,,,,,,,,,,,,,,,
2018-08-20,37,3282,,,,,,,,,,,,,,,,,
2018-08-21,38,2805,,,,,,,,,,,,,,,,,
2018-08-22,20,2722,,,,,,,,,,,,,,,,,
2018-08-23,39,2656,,,,,,,,,,,,,,,,,
2018-08-24,27,2721,,,,,,,,,,,,,,,,,
2018-08-25,22,2314,,,,,,,,,,,,,,,,,
2018-08-26,22,2251,,,,,,,,,,,,,,,,,
2018-08-27,44,3089,,,,,,,,,,,,,,,,,
2018-08-28,33,3512,,,,,,,,,,,,,,,,,
2018-08-29,37,2571,,,,,,,,,,,,,,,,,
2018-08-30,31,2597,,,,,,,,,,,,,,,,,
2018-08-31,36,2752,,,,,,,,,,,,,,,,,
2018-09-01,16,2622,,,,,,,,,,,,,,,,,
2018-09-02,36,2638,,,,,,,,,,,,,,,,,
2018-09-03,61,3428,,,,,,,,,,,,,,,,,
2018-09-04,42,2816,,,,,,,,,,,,,,,,,
2018-09-05,22,2738,,,,,,,,,,,,,,,,,
2018-09-06,33,2936,,,,,,,,,,,,,,,,,
2018-09-07,32,2964,,,,,,,,,,,,,,,,,
2018-09-08,21,2380,,,,,,,,,,,,,,,,,
2018-09-09,18,2417,,,,,,,,,,,,,,,,,
2018-09-10,37,3200,,,,,,,,,,,,,,,,,
2018-09-11,45,2738,,,,,,,,,,,,,,,,,
2018-09-12,39,2661,,,,,,,,,,,,,,,,,
2018-09-13,19,2588,,,,,,,,,,,,,,,,,
2018-09-14,26,2941,,,,,,,,,,,,,,,,,
2018-09-15,21,2446,,,,,,,,,,,,,,,,,
2018-09-16,13,2327,,,,,,,,,,,,,,,,,
2018-09-17,54,3165,,,,,,,,,,,,,,,,,
2018-09-18,34,2679,,,,,,,,,,,,,,,,,
2018-09-19,29,2618,,,,,,,,,,,,,,,,,
2018-09-20,20,2694,,,,,,,,,,,,,,,,,
2018-09-21,30,2892,,,,,,,,,,,,,,,,,
2018-09-22,24,2411,,,,,,,,,,,,,,,,,
2018-09-23,30,2387,,,,,,,,,,,,,,,,,
2018-09-24,37,2958,,,,,,,,,,,,,,,,,
2018-09-25,41,2705,,,,,,,,,,,,,,,,,
2018-09-26,31,2976,,,,,,,,,,,,,,,,,
2018-09-27,33,2716,,,,,,,,,,,,,,,,,
2018-09-28,24,2751,,,,,,,,,,,,,,,,,
2018-09-29,23,2574,,,,,,,,,,,,,,,,,
2018-09-30,21,2692,,,,,,,,,,,,,,,,,
2018-10-01,33,3363,,,,,,,,,,,,,,,,,
2018-10-02,47,3054,,,,,,,,,,,,,,,,,
2018-10-03,30,2812,,,,,,,,,,,,,,,,,
2018-10-04,39,2769,,,,,,,,,,,,,,,,,
2018-10-05,28,2714,,,,,,,,,,,,,,,,,
2018-10-06,23,2343,,,,,,,,,,,,,,,,,
2018-10-07,22,2382,,,,,,,,,,,,,,,,,
2018-10-08,39,2644,,,,,,,,,,,,,,,,,
2018-10-09,36,2130,,,,,,,,,,,,,,,,,
2018-10-10,41,2023,,,,,,,,,,,,,,,,,
2018-10-11,30,2131,,,,,,,,,,,,,,,,,
2018-10-12,35,4039,,,,,,,,,,,,,,,,,
2018-10-13,30,2517,,,,,,,,,,,,,,,,,
2018-10-14,19,2297,,,,,,,,,,,,,,,,,
2018-10-15,23,2337,,,,,,,,,,,,,,,,,
2018-10-16,47,2908,,,,,,,,,,,,,,,,,
2018-10-17,33,2751,,,,,,,,,,,,,,,,,
2018-10-18,45,2736,,,,,,,,,,,,,,,,,
2018-10-19,39,2732,,,,,,,,,,,,,,,,,
2018-10-20,29,2342,,,,,,,,,,,,,,,,,
2018-10-21,34,2222,,,,,,,,,,,,,,,,,
2018-10-22,38,3034,,,,,,,,,,,,,,,,,
2018-10-23,21,2004,,,,,,,,,,,,,,,,,
2018-10-24,31,2799,,,,,,,,,,,,,,,,,
2018-10-25,36,2667,,,,,,,,,,,,,,,,,
2018-10-26,36,2810,,,,,,,,,,,,,,,,,
2018-10-27,23,2474,,,,,,,,,,,,,,,,,
2018-10-28,33,2537,,,,,,,,,,,,,,,,,
2018-10-29,45,3389,,,,,,,,,,,,,,,,,
2018-10-30,45,3010,,,,,,,,,,,,,,,,,
2018-10-31,45,3058,,,,,,,,,,,,,,,,,
2018-11-01,58,3012,,,,,,,,,,,,,,,,,
2018-11-02,36,3274,,,,,,,,,,,,,,,,,
2018-11-03,26,2906,,,,,,,,,,,,,,,,,
2018-11-04,30,2987,,,,,,,,,,,,,,,,,
2018-11-05,37,3833,,,,,,,,,,,,,,,,,
2018-11-06,35,2995,,,,,,,,,,,,,,,,,
2018-11-07,37,2921,,,,,,,,,,,,,,,,,
2018-11-08,29,2974,,,,,,,,,,,,,,,,,
2018-11-09,42,3207,,,,,,,,,,,,,,,,,
2018-11-10,21,2708,,,,,,,,,,,,,,,,,
2018-11-11,34,2745,,,,,,,,,,,,,,,,,
2018-11-12,41,3545,,,,,,,,,,,,,,,,,
2018-11-13,48,2860,,,,,,,,,,,,,,,,,
2018-11-14,42,2739,,,,,,,,,,,,,,,,,
2018-11-15,35,2805,,,,,,,,,,,,,,,,,
2018-11-16,39,3100,,,,,,,,,,,,,,,,,
2018-11-17,22,2755,,,,,,,,,,,,,,,,,
2018-11-18,31,2990,,,,,,,,,,,,,,,,,
2018-11-19,38,3683,,,,,,,,,,,,,,,,,
2018-11-20,39,3294,,,,,,,,,,,,,,,,,
2018-11-21,41,3173,,,,,,,,,,,,,,,,,
2018-11-22,36,3385,,,,,,,,,,,,,,,,,
2018-11-23,52,4045,,,,,,,,,,,,,,,,,
2018-11-24,30,2650,,,,,,,,,,,,,,,,,
2018-11-25,22,2733,,,,,,,,,,,,,,,,,
2018-11-26,42,3722,,,,,,,,,,,,,,,,,
2018-11-27,52,2993,,,,,,,,,,,,,,,,,
2018-11-28,47,2873,,,,,,,,,,,,,,,,,
2018-11-29,33,2880,,,,,,,,,,,,,,,,,
2018-11-30,42,3048,,,,,,,,,,,,,,,,,
2018-12-01,38,3018,,,,,,,,,,,,,,,,,
2018-12-02,26,3138,,,,,,,,,,,,,,,,,
2018-12-03,58,3858,,,,,,,,,,,,,,,,,
2018-12-04,47,3568,,,,,,,,,,,,,,,,,
2018-12-05,29,2852,,,,,,,,,,,,,,,,,
2018-12-06,40,3486,,,,,,,,,,,,,,,,,
2018-12-07,41,3218,,,,,,,,,,,,,,,,,
2018-12-08,24,2878,,,,,,,,,,,,,,,,,
2018-12-09,17,2701,,,,,,,,,,,,,,,,,
2018-12-10,18,2592,,,,,,,,,,,,,,,,,
2018-12-11,44,3495,,,,,,,,,,,,,,,,,
2018-12-12,52,2965,,,,,,,,,,,,,,,,,
2018-12-13,47,2901,,,,,,,,,,,,,,,,,
2018-12-14,47,2904,,,,,,,,,,,,,,,,,
2018-12-15,31,2447,,,,,,,,,,,,,,,,,
2018-12-16,25,3009,,,,,,,,,,,,,,,,,
2018-12-17,47,3724,,,,,,,,,,,,,,,,,
2018-12-18,37,3184,,,,,,,,,,,,,,,,,
2018-12-19,36,2876,,,,,,,,,,,,,,,,,
2018-12-20,58,3087,,,,,,,,,,,,,,,,,
2018-12-21,41,3218,,,,,,,,,,,,,,,,,
2018-12-22,26,2864,,,,,,,,,,,,,,,,,
2018-12-23,47,2925,,,,,,,,,,,,,,,,,
2018-12-24,56,3703,,,,,,,,,,,,,,,,,
2018-12-25,49,3258,,,,,,,,,,,,,,,,,
2018-12-26,44,3442,,,,,,,,,,,,,,,,,
2018-12-27,76,3578,,,,,,,,,,,,,,,,,
2018-12-28,78,4321,,,,,,,,,,,,,,,,,
2018-12-29,99,3904,,,,,,,,,,,,,,,,,
2018-12-30,70,3592,,,,,,,,,,,,,,,,,
2018-12-31,99,3375,,,,,,,,,,,,,,,,,
2019-01-01,106,4190,,,,,,,,,,,,,,,,,
2019-01-02,119,3844,,,,,,,,,,,,,,,,,
2019-01-03,64,2952,,,,,,,,,,,,,,,,,
2019-01-04,42,2736,,,,,,,,,,,,,,,,,
2019-01-05,16,2253,,,,,,,,,,,,,,,,,
2019-01-06,34,2263,,,,,,,,,,,,,,,,,
2019-01-07,40,3081,,,,,,,,,,,,,,,,,
2019-01-08,42,2687,,,,,,,,,,,,,,,,,
2019-01-09,43,2659,,,,,,,,,,,,,,,,,
2019-01-10,44,2913,,,,,,,,,,,,,,,,,
2019-01-11,46,2922,,,,,,,,,,,,,,,,,
2019-01-12,36,2852,,,,,,,,,,,,,,,,,
2019-01-13,44,3098,,,,,,,,,,,,,,,,,
2019-01-14,57,3584,,,,,,,,,,,,,,,,,
2019-01-15,51,2970,,,,,,,,,,,,,,,,,
2019-01-16,27,3126,,,,,,,,,,,,,,,,,
2019-01-17,31,3008,,,,,,,,,,,,,,,,,
2019-01-18,41,3118,,,,,,,,,,,,,,,,,
2019-01-19,23,2694,,,,,,,,,,,,,,,,,
2019-01-20,35,2744,,,,,,,,,,,,,,,,,
2019-01-21,65,3459,,,,,,,,,,,,,,,,,
2019-01-22,35,2814,,,,,,,,,,,,,,,,,
2019-01-23,42,3084,,,,,,,,,,,,,,,,,
2019-01-24,27,2980,,,,,,,,,,,,,,,,,
2019-01-25,45,3144,,,,,,,,,,,,,,,,,
2019-01-26,37,2835,,,,,,,,,,,,,,,,,
2019-01-27,34,2989,,,,,,,,,,,,,,,,,
2019-01-28,68,3880,,,,,,,,,,,,,,,,,
2019-01-29,39,3126,,,,,,,,,,,,,,,,,
2019-01-30,50,2997,,,,,,,,,,,,,,,,,
2019-01-31,30,3033,,,,,,,,,,,,,,,,,
2019-02-01,48,3177,,,,,,,,,,,,,,,,,
2019-02-02,23,3197,,,,,,,,,,,,,,,,,
2019-02-03,31,3287,,,,,,,,,,,,,,,,,
2019-02-04,54,3810,,,,,,,,,,,,,,,,,
2019-02-05,62,3424,,,,,,,,,,,,,,,,,
2019-02-06,50,3282,,,,,,,,,,,,,,,,,
2019-02-07,53,3345,,,,,,,,,,,,,,,,,
2019-02-08,40,3405,,,,,,,,,,,,,,,,,
2019-02-09,34,2950,,,,,,,,,,,,,,,,,
2019-02-10,42,3185,,,,,,,,,,,,,,,,,
2019-02-11,59,3687,,,,,,,,,,,,,,,,,
2019-02-12,55,3107,,,,,,,,,,,,,,,,,
2019-02-13,38,3104,,,,,,,,,,,,,,,,,
2019-02-14,31,2973,,,,,,,,,,,,,,,,,
2019-02-15,28,3220,,,,,,,,,,,,,,,,,
2019-02-16,29,2845,,,,,,,,,,,,,,,,,
2019-02-17,28,3199,,,,,,,,,,,,,,,,,
2019-02-18,71,3798,,,,,,,,,,,,,,,,,
2019-02-19,24,2728,,,,,,,,,,,,,,,,,
2019-02-20,44,3322,,,,,,,,,,,,,,,,,
2019-02-21,53,3028,,,,,,,,,,,,,,,,,
2019-02-22,48,3102,,,,,,,,,,,,,,,,,
2019-02-23,26,2669,,,,,,,,,,,,,,,,,
2019-02-24,32,2714,,,,,,,,,,,,,,,,,
2019-02-25,38,3426,,,,,,,,,,,,,,,,,
2019-02-26,39,3035,,,,,,,,,,,,,,,,,
2019-02-27,50,3068,,,,,,,,,,,,,,,,,
2019-02-28,51,3020,,,,,,,,,,,,,,,,,
2019-03-01,41,3367,,,,,,,,,,,,,,,,,
2019-03-02,27,2940,,,,,,,,,,,,,,,,,
2019-03-03,41,3074,,,,,,,,,,,,,,,,,
2019-03-04,57,3794,,,,,,,,,,,,,,,,,
2019-03-05,57,3343,,,,,,,,,,,,,,,,,
2019-03-06,46,3309,,,,,,,,,,,,,,,,,
2019-03-07,50,3353,,,,,,,,,,,,,,,,,
2019-03-08,37,3389,,,,,,,,,,,,,,,,,
2019-03-09,31,2987,,,,,,,,,,,,,,,,,
2019-03-10,29,2962,,,,,,,,,,,,,,,,,
2019-03-11,74,3701,,,,,,,,,,,,,,,,,
2019-03-12,39,3356,,,,,,,,,,,,,,,,,
2019-03-13,52,3137,,,,,,,,,,,,,,,,,
2019-03-14,42,3113,,,,,,,,,,,,,,,,,
2019-03-15,40,3199,,,,,,,,,,,,,,,,,
2019-03-16,24,3146,,,,,,,,,,,,,,,,,
2019-03-17,22,2782,,,,,,,,,,,,,,,,,
2019-03-18,57,3730,,,,,,,,,,,,,,,,,
2019-03-19,59,3182,,,,,,,,,,,,,,,,,
2019-03-20,46,2936,,,,,,,,,,,,,,,,,
2019-03-21,36,2973,,,,,,,,,,,,,,,,,
2019-03-22,40,3128,,,,,,,,,,,,,,,,,
2019-03-23,22,2690,,,,,,,,,,,,,,,,,
2019-03-24,26,2704,,,,,,,,,,,,,,,,,
2019-03-25,59,3539,,,,,,,,,,,,,,,,,
2019-03-26,56,3018,,,,,,,,,,,,,,,,,
2019-03-27,62,2888,,,,,,,,,,,,,,,,,
2019-03-28,37,2884,,,,,,,,,,,,,,,,,
2019-03-29,32,3058,,,,,,,,,,,,,,,,,
2019-03-30,28,2734,,,,,,,,,,,,,,,,,
2019-03-31,39,2857,,,,,,,,,,,,,,,,,
2019-04-01,56,2739,,,,,,,,,,,,,,,,,
2019-04-02,59,2528,,,,,,,,,,,,,,,,,
2019-04-03,36,2469,,,,,,,,,,,,,,,,,
2019-04-04,43,2281,,,,,,,,,,,,,,,,,
2019-04-05,34,2375,,,,,,,,,,,,,,,,,
2019-04-06,29,1880,,,,,,,,,,,,,,,,,
2019-04-07,24,1834,,,,,,,,,,,,,,,,,
2019-04-08,34,2013,,,,,,,,,,,,,,,,,
2019-04-09,65,2560,,,,,,,,,,,,,,,,,
2019-04-10,51,2301,,,,,,,,,,,,,,,,,
2019-04-11,75,2552,,,,,,,,,,,,,,,,,
2019-04-12,87,2443,,,,,,,,,,,,,,,,,
2019-04-13,86,3148,,,,,,,,,,,,,,,,,
2019-04-14,89,3269,,,,,,,,,,,,,,,,,
2019-04-15,67,2724,,,,,,,,,,,,,,,,,
2019-04-16,71,2338,,,,,,,,,,,,,,,,,
2019-04-17,82,4772,,,,,,,,,,,,,,,,,
2019-04-18,59,2024,,,,,,,,,,,,,,,,,
2019-04-19,39,2020,,,,,,,,,,,,,,,,,
2019-04-20,13,1548,,,,,,,,,,,,,,,,,
2019-04-21,24,1648,,,,,,,,,,,,,,,,,
2019-04-22,57,2359,,,,,,,,,,,,,,,,,
2019-04-23,27,2065,,,,,,,,,,,,,,,,,
2019-04-24,50,1927,,,,,,,,,,,,,,,,,
2019-04-25,35,1980,,,,,,,,,,,,,,,,,
2019-04-26,44,2136,,,,,,,,,,,,,,,,,
2019-04-27,24,1527,,,,,,,,,,,,,,,,,
2019-04-28,42,1699,,,,,,,,,,,,,,,,,
2019-04-29,47,2440,,,,,,,,,,,,,,,,,
2019-04-30,47,2130,,,,,,,,,,,,,,,,,
2019-05-01,24,2210,,,,,,,,,,,,,,,,,
2019-05-02,52,2392,,,,,,,,,,,,,,,,,
2019-05-03,28,2352,,,,,,,,,,,,,,,,,
2019-05-04,41,1701,,,,,,,,,,,,,,,,,
2019-05-05,32,1781,,,,,,,,,,,,,,,,,
2019-05-06,43,1773,,,,,,,,,,,,,,,,,
2019-05-07,47,2453,,,,,,,,,,,,,,,,,
2019-05-08,37,2052,,,,,,,,,,,,,,,,,
2019-05-09,40,1717,,,,,,,,,,,,,,,,,
2019-05-10,42,2321,,,,,,,,,,,,,,,,,
2019-05-11,16,1640,,,,,,,,,,,,,,,,,
2019-05-12,21,1770,,,,,,,,,,,,,,,,,
2019-05-13,44,2694,,,,,,,,,,,,,,,,,
2019-05-14,48,2305,,,,,,,,,,,,,,,,,
2019-05-15,46,2049,,,,,,,,,,,,,,,,,
2019-05-16,52,2085,,,,,,,,,,,,,,,,,
2019-05-17,36,2208,,,,,,,,,,,,,,,,,
2019-05-18,26,1691,,,,,,,,,,,,,,,,,
2019-05-19,27,1683,,,,,,,,,,,,,,,,,
2019-05-20,29,1744,,,,,,,,,,,,,,,,,
2019-05-21,48,2616,,,,,,,,,,,,,,,,,
2019-05-22,32,2169,,,,,,,,,,,,,,,,,
2019-05-23,16,2125,,,,,,,,,,,,,,,,,
2019-05-24,19,2192,,,,,,,,,,,,,,,,,
2019-05-25,25,1793,,,,,,,,,,,,,,,,,
2019-05-26,16,1826,,,,,,,,,,,,,,,,,
2019-05-27,45,2595,,,,,,,,,,,,,,,,,
2019-05-28,38,2157,,,,,,,,,,,,,,,,,
2019-05-29,44,2270,,,,,,,,,,,,,,,,,
2019-05-30,28,2263,,,,,,,,,,,,,,,,,
2019-05-31,32,2349,,,,,,,,,,,,,,,,,
2019-06-01,20,2038,,,,,,,,,,,,,,,,,
2019-06-02,23,2082,,,,,,,,,,,,,,,,,
2019-06-03,25,2026,,,,,,,,,,,,,,,,,
2019-06-04,46,2744,,,,,,,,,,,,,,,,,
2019-06-05,42,2294,,,,,,,,,,,,,,,,,
2019-06-06,43,2352,,,,,,,,,,,,,,,,,
2019-06-07,50,2395,,,,,,,,,,,,,,,,,
2019-06-08,26,1832,,,,,,,,,,,,,,,,,
2019-06-09,21,1905,,,,,,,,,,,,,,,,,
2019-06-10,36,2904,,,,,,,,,,,,,,,,,
2019-06-11,50,2310,,,,,,,,,,,,,,,,,
2019-06-12,41,2278,,,,,,,,,,,,,,,,,
2019-06-13,52,2368,,,,,,,,,,,,,,,,,
2019-06-14,22,2274,,,,,,,,,,,,,,,,,
2019-06-15,25,1943,,,,,,,,,,,,,,,,,
2019-06-16,33,1953,,,,,,,,,,,,,,,,,
2019-06-17,51,2726,,,,,,,,,,,,,,,,,
2019-06-18,53,2213,,,,,,,,,,,,,,,,,
2019-06-19,42,2146,,,,,,,,,,,,,,,,,
2019-06-20,43,2212,,,,,,,,,,,,,,,,,
2019-06-21,56,2376,,,,,,,,,,,,,,,,,
2019-06-22,28,1965,,,,,,,,,,,,,,,,,
2019-06-23,17,1846,,,,,,,,,,,,,,,,,
2019-06-24,49,2706,,,,,,,,,,,,,,,,,
2019-06-25,43,2195,,,,,,,,,,,,,,,,,
2019-06-26,48,2381,,,,,,,,,,,,,,,,,
2019-06-27,29,2248,,,,,,,,,,,,,,,,,
2019-06-28,43,2322,,,,,,,,,,,,,,,,,
2019-06-29,29,1892,,,,,,,,,,,,,,,,,
2019-06-30,18,2041,,,,,,,,,,,,,,,,,
2019-07-01,32,2735,,,,,,,,,,,,,,,,,
2019-07-02,46,2511,,,,,,,,,,,,,,,,,
2019-07-03,42,2130,,,,,,,,,,,,,,,,,
2019-07-04,37,2067,,,,,,,,,,,,,,,,,
2019-07-05,38,2249,,,,,,,,,,,,,,,,,
2019-07-06,22,1598,,,,,,,,,,,,,,,,,
2019-07-07,22,1994,,,,,,,,,,,,,,,,,
2019-07-08,36,2861,,,,,,,,,,,,,,,,,
2019-07-09,33,2238,,,,,,,,,,,,,,,,,
2019-07-10,38,2320,,,,,,,,,,,,,,,,,
2019-07-11,45,2423,,,,,,,,,,,,,,,,,
2019-07-12,40,2343,,,,,,,,,,,,,,,,,
2019-07-13,32,2025,,,,,,,,,,,,,,,,,
2019-07-14,29,2003,,,,,,,,,,,,,,,,,
2019-07-15,52,2879,,,,,,,,,,,,,,,,,
2019-07-16,16,1800,,,,,,,,,,,,,,,,,
2019-07-17,44,2061,,,,,,,,,,,,,,,,,
2019-07-18,40,2519,,,,,,,,,,,,,,,,,
2019-07-19,49,2125,,,,,,,,,,,,,,,,,
2019-07-20,22,1565,,,,,,,,,,,,,,,,,
2019-07-21,30,1647,,,,,,,,,,,,,,,,,
2019-07-22,20,955,,,,,,,,,,,,,,,,,
2019-07-23,47,2155,,,,,,,,,,,,,,,,,
2019-07-24,50,2195,,,,,,,,,,,,,,,,,
2019-07-25,34,2061,,,,,,,,,,,,,,,,,
2019-07-26,24,2159,,,,,,,,,,,,,,,,,
2019-07-27,28,1805,,,,,,,,,,,,,,,,,
2019-07-28,29,1830,,,,,,,,,,,,,,,,,
2019-07-29,26,1766,,,,,,,,,,,,,,,,,
2019-07-30,38,2470,,,,,,,,,,,,,,,,,
2019-07-31,50,2256,,,,,,,,,,,,,,,,,
2019-08-01,42,2206,,,,,,,,,,,,,,,,,
2019-08-02,52,2375,,,,,,,,,,,,,,,,,
2019-08-03,21,1819,,,,,,,,,,,,,,,,,
2019-08-04,35,1783,,,,,,,,,,,,,,,,,
2019-08-05,57,2681,,,,,,,,,,,,,,,,,
2019-08-06,46,2150,,,,,,,,,,,,,,,,,
2019-08-07,30,2223,,,,,,,,,,,,,,,,,
2019-08-08,34,2205,,,,,,,,,,,,,,,,,
2019-08-09,38,2311,,,,,,,,,,,,,,,,,
2019-08-10,28,1931,,,,,,,,,,,,,,,,,
2019-08-11,29,1932,,,,,,,,,,,,,,,,,
2019-08-12,24,2043,,,,,,,,,,,,,,,,,
2019-08-13,57,2579,,,,,,,,,,,,,,,,,
2019-08-14,43,2143,,,,,,,,,,,,,,,,,
2019-08-15,24,1558,,,,,,,,,,,,,,,,,
2019-08-16,40,2146,,,,,,,,,,,,,,,,,
2019-08-17,24,1784,,,,,,,,,,,,,,,,,
2019-08-18,42,1905,,,,,,,,,,,,,,,,,
2019-08-19,52,2594,,,,,,,,,,,,,,,,,
2019-08-20,44,2225,,,,,,,,,,,,,,,,,
2019-08-21,44,2181,,,,,,,,,,,,,,,,,
2019-08-22,26,2231,,,,,,,,,,,,,,,,,
2019-08-23,50,2302,,,,,,,,,,,,,,,,,
2019-08-24,20,1866,,,,,,,,,,,,,,,,,
2019-08-25,24,1742,,,,,,,,,,,,,,,,,
2019-08-26,65,2559,,,,,,,,,,,,,,,,,
2019-08-27,51,2069,,,,,,,,,,,,,,,,,
2019-08-28,26,2057,,,,,,,,,,,,,,,,,
2019-08-29,34,2102,,,,,,,,,,,,,,,,,
2019-08-30,35,2089,,,,,,,,,,,,,,,,,
2019-08-31,20,1665,,,,,,,,,,,,,,,,,
2019-09-01,22,1915,,,,,,,,,,,,,,,,,
2019-09-02,52,2590,,,,,,,,,,,,,,,,,
2019-09-03,34,2178,,,,,,,,,,,,,,,,,
2019-09-04,42,2076,,,,,,,,,,,,,,,,,
2019-09-05,47,2225,,,,,,,,,,,,,,,,,
2019-09-06,38,2200,,,,,,,,,,,,,,,,,
2019-09-07,10,1829,,,,,,,,,,,,,,,,,
2019-09-08,32,1932,,,,,,,,,,,,,,,,,
2019-09-09,55,2876,,,,,,,,,,,,,,,,,
2019-09-10,26,2398,,,,,,,,,,,,,,,,,
2019-09-11,47,2293,,,,,,,,,,,,,,,,,
2019-09-12,39,2196,,,,,,,,,,,,,,,,,
2019-09-13,45,2295,,,,,,,,,,,,,,,,,
2019-09-14,27,1896,,,,,,,,,,,,,,,,,
2019-09-15,14,1851,,,,,,,,,,,,,,,,,
2019-09-16,56,2672,,,,,,,,,,,,,,,,,
2019-09-17,43,2268,,,,,,,,,,,,,,,,,
2019-09-18,38,2201,,,,,,,,,,,,,,,,,
2019-09-19,39,2276,,,,,,,,,,,,,,,,,
2019-09-20,37,2211,,,,,,,,,,,,,,,,,
2019-09-21,21,1804,,,,,,,,,,,,,,,,,
2019-09-22,29,1767,,,,,,,,,,,,,,,,,
2019-09-23,61,2858,,,,,,,,,,,,,,,,,
2019-09-24,41,2192,,,,,,,,,,,,,,,,,
2019-09-25,26,2171,,,,,,,,,,,,,,,,,
2019-09-26,42,2319,,,,,,,,,,,,,,,,,
2019-09-27,26,2355,,,,,,,,,,,,,,,,,
2019-09-28,21,1860,,,,,,,,,,,,,,,,,
2019-09-29,39,1851,,,,,,,,,,,,,,,,,
2019-09-30,36,2858,,,,,,,,,,,,,,,,,
2019-10-01,49,2394,,,,,,,,,,,,,,,,,
2019-10-02,56,2443,,,,,,,,,,,,,,,,,
2019-10-03,50,2302,,,,,,,,,,,,,,,,,
2019-10-04,52,2341,,,,,,,,,,,,,,,,,
2019-10-05,24,1746,,,,,,,,,,,,,,,,,
2019-10-06,30,1794,,,,,,,,,,,,,,,,,
2019-10-07,70,2691,,,,,,,,,,,,,,,,,
2019-10-08,43,2193,,,,,,,,,,,,,,,,,
2019-10-09,30,2155,,,,,,,,,,,,,,,,,
2019-10-10,45,2185,,,,,,,,,,,,,,,,,
2019-10-11,40,2468,,,,,,,,,,,,,,,,,
2019-10-12,18,1862,,,,,,,,,,,,,,,,,
2019-10-13,25,2048,,,,,,,,,,,,,,,,,
2019-10-14,21,1906,,,,,,,,,,,,,,,,,
2019-10-15,66,2722,,,,,,,,,,,,,,,,,
2019-10-16,42,2328,,,,,,,,,,,,,,,,,
2019-10-17,49,2399,,,,,,,,,,,,,,,,,
2019-10-18,53,2380,,,,,,,,,,,,,,,,,
2019-10-19,20,1759,,,,,,,,,,,,,,,,,
2019-10-20,25,2034,,,,,,,,,,,,,,,,,
2019-10-21,57,2771,,,,,,,,,,,,,,,,,
2019-10-22,58,2276,,,,,,,,,,,,,,,,,
2019-10-23,24,1634,,,,,,,,,,,,,,,,,
2019-10-24,58,2503,,,,,,,,,,,,,,,,,
2019-10-25,37,2351,,,,,,,,,,,,,,,,,
2019-10-26,27,1834,,,,,,,,,,,,,,,,,
2019-10-27,23,1991,,,,,,,,,,,,,,,,,
2019-10-28,60,2833,,,,,,,,,,,,,,,,,
2019-10-29,59,2473,,,,,,,,,,,,,,,,,
2019-10-30,36,2280,,,,,,,,,,,,,,,,,
2019-10-31,44,2297,,,,,,,,,,,,,,,,,
2019-11-01,55,2517,,,,,,,,,,,,,,,,,
2019-11-02,27,1943,,,,,,,,,,,,,,,,,
2019-11-03,20,2030,,,,,,,,,,,,,,,,,
2019-11-04,62,3232,,,,,,,,,,,,,,,,,
2019-11-05,66,2255,,,,,,,,,,,,,,,,,
2019-11-06,45,2257,,,,,,,,,,,,,,,,,
2019-11-07,41,2395,,,,,,,,,,,,,,,,,
2019-11-08,56,2414,,,,,,,,,,,,,,,,,
2019-11-09,22,1959,,,,,,,,,,,,,,,,,
2019-11-10,34,1916,,,,,,,,,,,,,,,,,
2019-11-11,54,3202,,,,,,,,,,,,,,,,,
2019-11-12,73,3087,,,,,,,,,,,,,,,,,
2019-11-13,53,2414,,,,,,,,,,,,,,,,,
2019-11-14,34,2261,,,,,,,,,,,,,,,,,
2019-11-15,41,2412,,,,,,,,,,,,,,,,,
2019-11-16,24,1895,,,,,,,,,,,,,,,,,
2019-11-17,21,2222,,,,,,,,,,,,,,,,,
2019-11-18,58,3115,,,,,,,,,,,,,,,,,
2019-11-19,45,2537,,,,,,,,,,,,,,,,,
2019-11-20,53,2272,,,,,,,,,,,,,,,,,
2019-11-21,50,2492,,,,,,,,,,,,,,,,,
2019-11-22,46,2492,,,,,,,,,,,,,,,,,
2019-11-23,27,2079,,,,,,,,,,,,,,,,,
2019-11-24,19,2049,,,,,,,,,,,,,,,,,
2019-11-25,58,3281,,,,,,,,,,,,,,,,,
2019-11-26,43,2553,,,,,,,,,,,,,,,,,
2019-11-27,42,2562,,,,,,,,,,,,,,,,,
2019-11-28,53,2447,,,,,,,,,,,,,,,,,
2019-11-29,56,2626,,,,,,,,,,,,,,,,,
2019-11-30,25,2160,,,,,,,,,,,,,,,,,
2019-12-01,34,2233,,,,,,,,,,,,,,,,,
2019-12-02,66,3268,,,,,,,,,,,,,,,,,
2019-12-03,52,2730,,,,,,,,,,,,,,,,,
2019-12-04,55,2660,,,,,,,,,,,,,,,,,
2019-12-05,27,2137,,,,,,,,,,,,,,,,,
2019-12-06,61,2885,,,,,,,,,,,,,,,,,
2019-12-07,23,1994,,,,,,,,,,,,,,,,,
